ID,title,year,genre,rating
2534,The Fallen Ones,2005,Horror,3.6
2535,Kasme Vaade,1978,Action,6.6
2535,Kasme Vaade,1978,Crime,6.6
2535,Kasme Vaade,1978,Drama,6.6
2535,Kasme Vaade,1978,Family,6.6
2535,Kasme Vaade,1978,Musical,6.6
2535,Kasme Vaade,1978,Romance,6.6
2536,Project A,1983,Action,7.4
2536,Project A,1983,Comedy,7.4
2537,Stranger Inside,2001,Crime,6.3
2537,Stranger Inside,2001,Drama,6.3
2538,Channel Chasers,2004,Adventure,8.2
2538,Channel Chasers,2004,Animation,8.2
2538,Channel Chasers,2004,Comedy,8.2
2538,Channel Chasers,2004,Family,8.2
2538,Channel Chasers,2004,Fantasy,8.2
2539,Zombie Lake,1981,Action,3.1
2539,Zombie Lake,1981,Horror,3.1
2540,Martial Angels,2001,Action,4.6
2540,Martial Angels,2001,Drama,4.6
2540,Martial Angels,2001,Romance,4.6
2540,Martial Angels,2001,Thriller,4.6
2541,2004 World Series,2004,Sport,7.3
2542,Diana Krall: Live in Paris,2001,Music,8.7
2543,Mary Tyler Moore/Dweezil and Ahmet Zappa/Son Volt,1996,Comedy,
2543,Mary Tyler Moore/Dweezil and Ahmet Zappa/Son Volt,1996,Music,
2543,Mary Tyler Moore/Dweezil and Ahmet Zappa/Son Volt,1996,Talk-Show,
2544,Dogs and More Dogs,2004,Documentary,7.5
2545,A Prairie Home Companion with Garrison Keillor,1986,Family,
2546,Bruce Springsteen and the E Street Band: Live in New York City,2001,Music,9
2547,True Women,1997,Action,6.7
2547,True Women,1997,Adventure,6.7
2547,True Women,1997,Biography,6.7
2547,True Women,1997,Drama,6.7
2547,True Women,1997,History,6.7
2547,True Women,1997,Romance,6.7
2547,True Women,1997,War,6.7
2547,True Women,1997,Western,6.7
2548,Xena Warrior Princess: The Final Season,2005,Documentary,8.1
2548,Xena Warrior Princess: The Final Season,2005,Short,8.1
2549,Bionicle 3: Web of Shadows,2005,Adventure,5.8
2549,Bionicle 3: Web of Shadows,2005,Animation,5.8
2549,Bionicle 3: Web of Shadows,2005,Family,5.8
2549,Bionicle 3: Web of Shadows,2005,Fantasy,5.8
2550,Best of the Best,1989,Action,6.4
2550,Best of the Best,1989,Drama,6.4
2550,Best of the Best,1989,Sport,6.4
2551,Indictment: The McMartin Trial,1995,Drama,7.6
2551,Indictment: The McMartin Trial,1995,Thriller,7.6
2552,Jupiter's Wife,1995,Biography,7.1
2552,Jupiter's Wife,1995,Documentary,7.1
2552,Jupiter's Wife,1995,Mystery,7.1
2553,The Triumph of the Nerds: The Rise of Accidental Empires,1996,Documentary,8.4
2554,Blue Hill Avenue,2001,Crime,6.5
2554,Blue Hill Avenue,2001,Drama,6.5
2555,Con Express,2002,Action,4.1
2556,The Card Player,2004,Horror,4.9
2556,The Card Player,2004,Mystery,4.9
2556,The Card Player,2004,Thriller,4.9
2557,Confessions of Sorority Girls,1994,Comedy,4.8
2557,Confessions of Sorority Girls,1994,Drama,4.8
2558,Blackadder II,1986,Comedy,8.6
2559,Cupid & Cate,2000,Drama,6.1
2559,Cupid & Cate,2000,Romance,6.1
2560,A Bay of Blood,1971,Horror,6.6
2560,A Bay of Blood,1971,Mystery,6.6
2560,A Bay of Blood,1971,Thriller,6.6
2561,My Music: Superstars of Seventies Soul Live,2004,Music,8.1
2562,Final Stab,2001,Action,3.6
2562,Final Stab,2001,Adventure,3.6
2562,Final Stab,2001,Horror,3.6
2562,Final Stab,2001,Thriller,3.6
2563,Young Törless,1966,Drama,7.3
2564,The Princess and the Warrior,2000,Drama,7.5
2564,The Princess and the Warrior,2000,Mystery,7.5
2564,The Princess and the Warrior,2000,Romance,7.5
2565,Citizen Cohn,1992,Biography,7.1
2565,Citizen Cohn,1992,Drama,7.1
2566,Phish: Live in Vegas,2002,Documentary,8.5
2566,Phish: Live in Vegas,2002,Music,8.5
2567,Martina McBride: Greatest Hits Video Collection,2001,Music,
2568,July Rhapsody,2002,Drama,7.2
2569,Putting It Together,2000,Music,8.2
2570,Jack Frost 2: Revenge of the Mutant Killer Snowman,2000,Comedy,3.7
2570,Jack Frost 2: Revenge of the Mutant Killer Snowman,2000,Fantasy,3.7
2570,Jack Frost 2: Revenge of the Mutant Killer Snowman,2000,Horror,3.7
2571,L.A.P.D.: To Protect and to Serve,2001,Action,3.6
2571,L.A.P.D.: To Protect and to Serve,2001,Crime,3.6
2571,L.A.P.D.: To Protect and to Serve,2001,Drama,3.6
2572,Element of Doubt,1996,Crime,6.5
2572,Element of Doubt,1996,Thriller,6.5
2573,Two Women,1960,Drama,7.8
2573,Two Women,1960,War,7.8
2574,Document of the Dead,1980,Documentary,6.7
2574,Document of the Dead,1980,Horror,6.7
2575,Lagaan: Once Upon a Time in India,2001,Drama,8.1
2575,Lagaan: Once Upon a Time in India,2001,Musical,8.1
2575,Lagaan: Once Upon a Time in India,2001,Sport,8.1
2576,My Voyage to Italy,1999,Documentary,8.2
2577,Saturday Night Live: The Best of Mike Myers,1998,Comedy,7.3
2577,Saturday Night Live: The Best of Mike Myers,1998,Documentary,7.3
2578,Banner of the Stars II,2000,Action,7.4
2578,Banner of the Stars II,2000,Animation,7.4
2578,Banner of the Stars II,2000,Romance,7.4
2578,Banner of the Stars II,2000,Sci-Fi,7.4
2579,Love Come Down,2000,Drama,5.8
2580,Grey Owl,1999,Biography,6
2580,Grey Owl,1999,Drama,6
2580,Grey Owl,1999,Western,6
2581,WrestleMania 21,2005,Sport,7.7
2582,Lost Voyage,2001,Horror,4.6
2582,Lost Voyage,2001,Mystery,4.6
2582,Lost Voyage,2001,Thriller,4.6
2583,Winning London,2001,Adventure,5.5
2583,Winning London,2001,Comedy,5.5
2583,Winning London,2001,Family,5.5
2583,Winning London,2001,Romance,5.5
2585,Hercules Against the Moon Men,1992,Comedy,7.8
2585,Hercules Against the Moon Men,1992,Sci-Fi,7.8
2586,The Forgetting: A Portrait of Alzheimer's,2004,Documentary,7.2
2587,Miss Cackle's Birthday Surprise,1998,Adventure,7.8
2587,Miss Cackle's Birthday Surprise,1998,Comedy,7.8
2587,Miss Cackle's Birthday Surprise,1998,Drama,7.8
2587,Miss Cackle's Birthday Surprise,1998,Family,7.8
2587,Miss Cackle's Birthday Surprise,1998,Fantasy,7.8
2588,Code 46,2003,Drama,6.2
2588,Code 46,2003,Romance,6.2
2588,Code 46,2003,Sci-Fi,6.2
2588,Code 46,2003,Thriller,6.2
2589,Good Rockin' Tonight: The Legacy of Sun Records,2001,Biography,6.9
2589,Good Rockin' Tonight: The Legacy of Sun Records,2001,Documentary,6.9
2590,Rudyland,2001,Documentary,5.3
2591,Snowy River: The McGregor Saga,1994,Drama,7.3
2591,Snowy River: The McGregor Saga,1994,Western,7.3
2592,Geobreeders,1998,Action,6.7
2592,Geobreeders,1998,Animation,6.7
2592,Geobreeders,1998,Comedy,6.7
2592,Geobreeders,1998,Crime,6.7
2592,Geobreeders,1998,Sci-Fi,6.7
2593,Little Big Girl,2002,Drama,6.4
2593,Little Big Girl,2002,Family,6.4
2594,The Frighteners,1996,Comedy,7.1
2594,The Frighteners,1996,Fantasy,7.1
2594,The Frighteners,1996,Horror,7.1
2595,V: The Final Battle,1984,Action,7.7
2595,V: The Final Battle,1984,Adventure,7.7
2595,V: The Final Battle,1984,Sci-Fi,7.7
2596,Genesis: Live at Wembley Stadium,1988,Music,8.2
2597,Gabbeh,1996,Drama,6.9
2597,Gabbeh,1996,Mystery,6.9
2597,Gabbeh,1996,Romance,6.9
2598,Billy Joel: The Essential Video Collection,2001,Music,7.5
2599,Willie Nelson: Live at Billy Bob's Texas,2004,Documentary,8.2
2599,Willie Nelson: Live at Billy Bob's Texas,2004,Music,8.2
2600,Last Hurrah for Chivalry,1979,Action,7.1
2600,Last Hurrah for Chivalry,1979,Drama,7.1
2601,Tommy,1975,Drama,6.6
2601,Tommy,1975,Musical,6.6
2602,Witchcraft IV: The Virgin Heart,1992,Horror,2.7
2603,The Grateful Dead,1977,Documentary,8
2603,The Grateful Dead,1977,Music,8
2604,Twin Sisters,2002,Drama,7.4
2604,Twin Sisters,2002,Romance,7.4
2604,Twin Sisters,2002,War,7.4
2605,The Middle Passage,2000,Drama,5.4
2605,The Middle Passage,2000,History,5.4
2606,Dumb Witness,1996,Crime,8
2606,Dumb Witness,1996,Drama,8
2606,Dumb Witness,1996,Mystery,8
2606,Dumb Witness,1996,Thriller,8
2607,Noises Off...,1992,Comedy,7.5
2608,DreamKeeper,2003,Drama,7.6
2608,DreamKeeper,2003,Fantasy,7.6
2609,Magical Shopping Arcade Abenobashi,2002,Action,7.2
2609,Magical Shopping Arcade Abenobashi,2002,Adventure,7.2
2609,Magical Shopping Arcade Abenobashi,2002,Animation,7.2
2609,Magical Shopping Arcade Abenobashi,2002,Comedy,7.2
2610,Trilogy of Terror,1975,Horror,6.6
2610,Trilogy of Terror,1975,Thriller,6.6
2611,Ghayal,1990,Action,7.6
2611,Ghayal,1990,Crime,7.6
2611,Ghayal,1990,Drama,7.6
2611,Ghayal,1990,Thriller,7.6
2612,They Are Among Us,2004,Sci-Fi,3.8
2612,They Are Among Us,2004,Thriller,3.8
2613,"Other Voices, Other Rooms",1995,Drama,6.1
2614,Ripping Yarns,1976,Adventure,8.2
2614,Ripping Yarns,1976,Comedy,8.2
2615,"Baby Songs: ABC, 123, Colors & Shapes",1999,Family,
2616,Cancer Warrior,2001,Documentary,
2617,Un Chien Andalou,1929,Fantasy,7.7
2617,Un Chien Andalou,1929,Horror,7.7
2617,Un Chien Andalou,1929,Short,7.7
2618,Gates of Heaven,1978,Documentary,7.4
2619,The Crow,1994,Action,7.6
2619,The Crow,1994,Drama,7.6
2619,The Crow,1994,Fantasy,7.6
2620,LeapFrog: Learn to Read at the Storybook Factory,2005,Animation,7.5
2620,LeapFrog: Learn to Read at the Storybook Factory,2005,Family,7.5
2620,LeapFrog: Learn to Read at the Storybook Factory,2005,Short,7.5
2621,The Long Way Home,1998,Adventure,7
2621,The Long Way Home,1998,Drama,7
2621,The Long Way Home,1998,Family,7
2622,Vampyr,1932,Fantasy,7.5
2622,Vampyr,1932,Horror,7.5
2623,Norma Jean & Marilyn,1996,Biography,6
2623,Norma Jean & Marilyn,1996,Drama,6
2624,Carnosaur 3: Primal Species,1996,Action,3.2
2624,Carnosaur 3: Primal Species,1996,Horror,3.2
2624,Carnosaur 3: Primal Species,1996,Sci-Fi,3.2
2626,Z Channel: A Magnificent Obsession,2004,Biography,7.7
2626,Z Channel: A Magnificent Obsession,2004,Documentary,7.7
2626,Z Channel: A Magnificent Obsession,2004,History,7.7
2627,A Zed & Two Noughts,1985,Comedy,7.3
2627,A Zed & Two Noughts,1985,Drama,7.3
2628,Frost: Portrait of a Vampire,2003,Horror,2.2
2628,Frost: Portrait of a Vampire,2003,Thriller,2.2
2629,Benjamin Franklin,2002,Biography,8.1
2629,Benjamin Franklin,2002,Documentary,8.1
2629,Benjamin Franklin,2002,History,8.1
2630,In Search of the Trojan War,1985,Documentary,8.7
2631,The 47 Ronin,1941,Action,7.3
2631,The 47 Ronin,1941,Drama,7.3
2631,The 47 Ronin,1941,History,7.3
2632,Amélie,2001,Comedy,8.3
2632,Amélie,2001,Romance,8.3
2633,Cool and Crazy,2001,Documentary,6.9
2633,Cool and Crazy,2001,Music,6.9
2634,Metallica: The Black Album,2001,Documentary,7.6
2634,Metallica: The Black Album,2001,Music,7.6
2635,Alison Krauss & Union Station Live,2003,Musical,8.7
2636,Sightings: Heartland Ghost,2002,Horror,5.2
2637,All for the Winner,1990,Action,6.9
2637,All for the Winner,1990,Comedy,6.9
2638,Matthew Blackheart: Monster Smasher,2002,Action,4.6
2638,Matthew Blackheart: Monster Smasher,2002,Comedy,4.6
2638,Matthew Blackheart: Monster Smasher,2002,Horror,4.6
2639,Family of Cops III: Under Suspicion,1999,Action,5.7
2639,Family of Cops III: Under Suspicion,1999,Crime,5.7
2639,Family of Cops III: Under Suspicion,1999,Drama,5.7
2639,Family of Cops III: Under Suspicion,1999,Thriller,5.7
2640,Pregnancy for Dummies,2001,Documentary,7.7
2641,Azumanga Daioh,2002,Animation,8.2
2641,Azumanga Daioh,2002,Comedy,8.2
2642,Malcolm X,1992,Biography,7.7
2642,Malcolm X,1992,Drama,7.7
2642,Malcolm X,1992,History,7.7
2643,Samurai Deeper Kyo,2002,Action,6.8
2643,Samurai Deeper Kyo,2002,Animation,6.8
2644,Matango,1963,Horror,6.5
2644,Matango,1963,Mystery,6.5
2644,Matango,1963,Sci-Fi,6.5
2644,Matango,1963,Thriller,6.5
2645,Akele Hum Akele Tum,1995,Drama,7
2646,Kundalini Yoga with Gurmukh,2000,Sport,
2648,The Story of the Weeping Camel,2003,Documentary,7.4
2648,The Story of the Weeping Camel,2003,Drama,7.4
2648,The Story of the Weeping Camel,2003,Family,7.4
2649,"Ranma ½: The Movie 2, Nihao My Concubine",1992,Action,7.3
2649,"Ranma ½: The Movie 2, Nihao My Concubine",1992,Adventure,7.3
2649,"Ranma ½: The Movie 2, Nihao My Concubine",1992,Animation,7.3
2649,"Ranma ½: The Movie 2, Nihao My Concubine",1992,Comedy,7.3
2649,"Ranma ½: The Movie 2, Nihao My Concubine",1992,Fantasy,7.3
2649,"Ranma ½: The Movie 2, Nihao My Concubine",1992,Romance,7.3
2650,Blackadder II,1986,Comedy,8.6
2651,Fausto 5.0,2001,Drama,6.3
2651,Fausto 5.0,2001,Fantasy,6.3
2651,Fausto 5.0,2001,Horror,6.3
2652,Heimat: A Chronicle of Germany,1984,Drama,8.7
2652,Heimat: A Chronicle of Germany,1984,History,8.7
2652,Heimat: A Chronicle of Germany,1984,War,8.7
2653,Running on the Sun: The Badwater 135,2000,Documentary,7.4
2653,Running on the Sun: The Badwater 135,2000,Sport,7.4
2654,John Lee Hooker: That's My Story,2001,Documentary,7.6
2654,John Lee Hooker: That's My Story,2001,Music,7.6
2655,Marcel Proust's Time Regained,1999,Drama,6.7
2655,Marcel Proust's Time Regained,1999,Romance,6.7
2655,Marcel Proust's Time Regained,1999,War,6.7
2656,Battle Arena Toshinden,1996,Action,4.7
2656,Battle Arena Toshinden,1996,Animation,4.7
2657,Keeping Up Appearances,1990,Comedy,7.8
2658,Silsila,1981,Drama,7.3
2658,Silsila,1981,Family,7.3
2658,Silsila,1981,Romance,7.3
2659,Bullets Over Summer,1999,Action,6.7
2659,Bullets Over Summer,1999,Crime,6.7
2659,Bullets Over Summer,1999,Drama,6.7
2660,Lupin the 3rd: The Mystery of Mamo,1978,Action,7
2660,Lupin the 3rd: The Mystery of Mamo,1978,Adventure,7
2660,Lupin the 3rd: The Mystery of Mamo,1978,Animation,7
2660,Lupin the 3rd: The Mystery of Mamo,1978,Comedy,7
2660,Lupin the 3rd: The Mystery of Mamo,1978,Fantasy,7
2660,Lupin the 3rd: The Mystery of Mamo,1978,Sci-Fi,7
2661,The Horseman on the Roof,1995,Adventure,7.1
2661,The Horseman on the Roof,1995,Drama,7.1
2661,The Horseman on the Roof,1995,Romance,7.1
2661,The Horseman on the Roof,1995,War,7.1
2662,In the Line of Duty IV,1989,Action,7.1
2662,In the Line of Duty IV,1989,Comedy,7.1
2662,In the Line of Duty IV,1989,Crime,7.1
2663,Jin-Roh: The Wolf Brigade,1999,Animation,7.4
2663,Jin-Roh: The Wolf Brigade,1999,Drama,7.4
2663,Jin-Roh: The Wolf Brigade,1999,Fantasy,7.4
2663,Jin-Roh: The Wolf Brigade,1999,Thriller,7.4
2664,Game Over,2003,Documentary,6.8
2665,Blushing Bloopers,1990,Comedy,
2665,Blushing Bloopers,1990,Documentary,
2665,Blushing Bloopers,1990,History,
2665,Blushing Bloopers,1990,Talk-Show,
2666,Sesame Street: Happy Healthy Monsters,2004,Family,
2667,The Brooke Ellison Story,2004,Biography,7
2667,The Brooke Ellison Story,2004,Drama,7
2668,Jamie Foxx,2001,Documentary,
2670,Dragon Lord,1982,Action,6.5
2670,Dragon Lord,1982,Comedy,6.5
2670,Dragon Lord,1982,Sport,6.5
2671,The Long Run,2001,Drama,5.7
2671,The Long Run,2001,Sport,5.7
2672,It's a Mad Mad Mad Mad World,1963,Action,7.5
2672,It's a Mad Mad Mad Mad World,1963,Adventure,7.5
2672,It's a Mad Mad Mad Mad World,1963,Comedy,7.5
2672,It's a Mad Mad Mad Mad World,1963,Crime,7.5
2674,Slippery When Wet,1958,Documentary,6.7
2675,Man of Marble,1977,Drama,7.8
2676,Kirby Comes to Cappy Town,2001,Action,7.9
2676,Kirby Comes to Cappy Town,2001,Adventure,7.9
2676,Kirby Comes to Cappy Town,2001,Animation,7.9
2676,Kirby Comes to Cappy Town,2001,Comedy,7.9
2676,Kirby Comes to Cappy Town,2001,Family,7.9
2676,Kirby Comes to Cappy Town,2001,Fantasy,7.9
2676,Kirby Comes to Cappy Town,2001,Sci-Fi,7.9
2677,Bluer Than Indigo,2002,Animation,7.1
2677,Bluer Than Indigo,2002,Comedy,7.1
2677,Bluer Than Indigo,2002,Drama,7.1
2677,Bluer Than Indigo,2002,Romance,7.1
2678,Comme un poisson hors de l'eau,1999,Comedy,5.8
2678,Comme un poisson hors de l'eau,1999,Crime,5.8
2678,Comme un poisson hors de l'eau,1999,Thriller,5.8
2679,Curse of the Puppet Master,1998,Fantasy,4.1
2679,Curse of the Puppet Master,1998,Horror,4.1
2679,Curse of the Puppet Master,1998,Romance,4.1
2679,Curse of the Puppet Master,1998,Sci-Fi,4.1
2680,The Firm: Body Sculpting System - Cardio Sculpt,2002,Short,
2680,The Firm: Body Sculpting System - Cardio Sculpt,2002,Sport,
2681,The Red Sneakers,2002,Fantasy,4.8
2682,Poirot,1989,Crime,8.6
2682,Poirot,1989,Drama,8.6
2682,Poirot,1989,Mystery,8.6
2682,Poirot,1989,Thriller,8.6
2683,"Ranma ½: The Movie, Big Trouble in Nekonron, China",1991,Animation,7
2683,"Ranma ½: The Movie, Big Trouble in Nekonron, China",1991,Comedy,7
2683,"Ranma ½: The Movie, Big Trouble in Nekonron, China",1991,Fantasy,7
2683,"Ranma ½: The Movie, Big Trouble in Nekonron, China",1991,Sci-Fi,7
2684,The King of Masks,1996,Drama,7.7
2685,Frieza Approaches,1999,Action,7.8
2685,Frieza Approaches,1999,Adventure,7.8
2685,Frieza Approaches,1999,Animation,7.8
2685,Frieza Approaches,1999,Fantasy,7.8
2685,Frieza Approaches,1999,Sci-Fi,7.8
2685,Frieza Approaches,1999,Thriller,7.8
2686,Wigstock: The Movie,1995,Documentary,6.8
2687,Heritage: Civilization and the Jews,1984,Documentary,6.8
2688,Sesame Street: What's the Name of That Song?,2004,Family,6.1
2689,Disappearing Acts,2000,Drama,6.3
2689,Disappearing Acts,2000,Romance,6.3
2690,Toto: Live in Amsterdam 2003 - 25th Anniversary,2003,Music,8.6
2691,Generator Gawl,1998,Action,6.4
2691,Generator Gawl,1998,Adventure,6.4
2691,Generator Gawl,1998,Animation,6.4
2691,Generator Gawl,1998,Comedy,6.4
2691,Generator Gawl,1998,Drama,6.4
2691,Generator Gawl,1998,Sci-Fi,6.4
2692,Raid on Entebbe,1976,Action,6.7
2692,Raid on Entebbe,1976,Drama,6.7
2692,Raid on Entebbe,1976,History,6.7
2694,A Fine Romance,1981,Comedy,7.1
2694,A Fine Romance,1981,Romance,7.1
2695,90° South,1933,Documentary,7.4
2696,The Spreading Ground,2000,Crime,4.9
2696,The Spreading Ground,2000,Drama,4.9
2696,The Spreading Ground,2000,Horror,4.9
2696,The Spreading Ground,2000,Thriller,4.9
2697,Saturday Night Live: The Best of Tracy Morgan,2004,Comedy,6
2697,Saturday Night Live: The Best of Tracy Morgan,2004,Documentary,6
2698,A Man Apart,2003,Action,6.1
2698,A Man Apart,2003,Crime,6.1
2698,A Man Apart,2003,Drama,6.1
2698,A Man Apart,2003,Thriller,6.1
2699,Felicity's First Season,1938,Drama,
2700,Batman & Mr. Freeze: SubZero,1998,Action,7.2
2700,Batman & Mr. Freeze: SubZero,1998,Animation,7.2
2700,Batman & Mr. Freeze: SubZero,1998,Crime,7.2
2700,Batman & Mr. Freeze: SubZero,1998,Drama,7.2
2700,Batman & Mr. Freeze: SubZero,1998,Sci-Fi,7.2
2700,Batman & Mr. Freeze: SubZero,1998,Thriller,7.2
2701,Gulda: Mozart Concertos,1986,Music,
2702,Veronico Cruz,1988,Drama,6.9
2702,Veronico Cruz,1988,War,6.9
2703,Dragon Fist,1979,Action,6.2
2703,Dragon Fist,1979,Drama,6.2
2704,The Sea Wolves,1980,Action,6.3
2704,The Sea Wolves,1980,History,6.3
2704,The Sea Wolves,1980,War,6.3
2705,Dragons: Fire & Ice,2004,Adventure,5.4
2705,Dragons: Fire & Ice,2004,Animation,5.4
2705,Dragons: Fire & Ice,2004,Family,5.4
2705,Dragons: Fire & Ice,2004,Fantasy,5.4
2706,The Color of Paradise,1999,Drama,8.2
2706,The Color of Paradise,1999,Family,8.2
2707,Once Upon a Time in China II,1992,Action,7.4
2707,Once Upon a Time in China II,1992,Adventure,7.4
2707,Once Upon a Time in China II,1992,Biography,7.4
2707,Once Upon a Time in China II,1992,History,7.4
2707,Once Upon a Time in China II,1992,Romance,7.4
2708,The Secret of Life on Earth,1993,Documentary,7.2
2708,The Secret of Life on Earth,1993,Short,7.2
2709,Juliet of the Spirits,1965,Comedy,7.6
2709,Juliet of the Spirits,1965,Drama,7.6
2709,Juliet of the Spirits,1965,Fantasy,7.6
2710,Best of the Chris Rock Show: Volume 2,2001,Comedy,7.3
2711,Riverworld,2003,Fantasy,5.2
2711,Riverworld,2003,Sci-Fi,5.2
2712,The Slaughterhouse Massacre,2005,Horror,2.3
2713,Operation 'Y' & Other Shurik's Adventures,1965,Comedy,8.5
2713,Operation 'Y' & Other Shurik's Adventures,1965,Crime,8.5
2713,Operation 'Y' & Other Shurik's Adventures,1965,Romance,8.5
2714,Laawaris,1981,Action,7.1
2714,Laawaris,1981,Drama,7.1
2714,Laawaris,1981,Musical,7.1
2716,Augustus: The First Emperor,2003,Drama,6.3
2716,Augustus: The First Emperor,2003,History,6.3
2716,Augustus: The First Emperor,2003,Romance,6.3
2716,Augustus: The First Emperor,2003,War,6.3
2717,Sharpe's Mission,1996,Action,7.8
2717,Sharpe's Mission,1996,Adventure,7.8
2717,Sharpe's Mission,1996,Drama,7.8
2717,Sharpe's Mission,1996,History,7.8
2717,Sharpe's Mission,1996,War,7.8
2718,The Piglet Files,1990,Comedy,7.1
2719,Larry-Boy and the Rumor Weed,1999,Adventure,7.3
2719,Larry-Boy and the Rumor Weed,1999,Animation,7.3
2719,Larry-Boy and the Rumor Weed,1999,Family,7.3
2719,Larry-Boy and the Rumor Weed,1999,Fantasy,7.3
2719,Larry-Boy and the Rumor Weed,1999,Musical,7.3
2719,Larry-Boy and the Rumor Weed,1999,Sci-Fi,7.3
2719,Larry-Boy and the Rumor Weed,1999,Short,7.3
2720,The Secrets of the Warrior's Power,1997,Documentary,
2720,The Secrets of the Warrior's Power,1997,History,
2720,The Secrets of the Warrior's Power,1997,Sport,
2721,Nothing,2003,Comedy,6.2
2721,Nothing,2003,Fantasy,6.2
2722,Unknown Pleasures,2002,Comedy,6.9
2722,Unknown Pleasures,2002,Drama,6.9
2723,Sting: Inside - The Songs of Sacred Love,2003,Documentary,8.5
2723,Sting: Inside - The Songs of Sacred Love,2003,Music,8.5
2724,"The Adventures of Priscilla, Queen of the Desert",1994,Comedy,7.5
2724,"The Adventures of Priscilla, Queen of the Desert",1994,Music,7.5
2726,I See a Dark Stranger,1946,Drama,7
2726,I See a Dark Stranger,1946,Thriller,7
2726,I See a Dark Stranger,1946,War,7
2727,The Perfect Neighbor,2005,Drama,4.8
2727,The Perfect Neighbor,2005,Thriller,4.8
2728,Very Annie Mary,2001,Comedy,6.7
2728,Very Annie Mary,2001,Musical,6.7
2729,Pippi in the South Seas,1970,Adventure,6.9
2729,Pippi in the South Seas,1970,Comedy,6.9
2729,Pippi in the South Seas,1970,Drama,6.9
2729,Pippi in the South Seas,1970,Family,6.9
2729,Pippi in the South Seas,1970,Fantasy,6.9
2730,The Fatal Flying Guillotines,1977,Action,5.9
2730,The Fatal Flying Guillotines,1977,Adventure,5.9
2731,.hack//SIGN,2002,Action,6.9
2731,.hack//SIGN,2002,Adventure,6.9
2731,.hack//SIGN,2002,Animation,6.9
2731,.hack//SIGN,2002,Drama,6.9
2731,.hack//SIGN,2002,Fantasy,6.9
2731,.hack//SIGN,2002,Mystery,6.9
2731,.hack//SIGN,2002,Sci-Fi,6.9
2731,.hack//SIGN,2002,Thriller,6.9
2732,U.S. Seals,2000,Action,4.1
2732,U.S. Seals,2000,Thriller,4.1
2733,Dagon,2001,Fantasy,6.3
2733,Dagon,2001,Horror,6.3
2733,Dagon,2001,Mystery,6.3
2734,Pépé le Moko,1937,Crime,7.8
2734,Pépé le Moko,1937,Drama,7.8
2734,Pépé le Moko,1937,Romance,7.8
2735,Dead Man's Eleven,1999,Crime,7.9
2735,Dead Man's Eleven,1999,Drama,7.9
2735,Dead Man's Eleven,1999,Mystery,7.9
2736,La femme infidèle,1969,Drama,7.4
2736,La femme infidèle,1969,Thriller,7.4
2737,Plan Colombia: Cashing in on the Drug War Failure,2003,Documentary,8
2738,Friday the 13th Part VIII: Jason Takes Manhattan,1989,Adventure,4.6
2738,Friday the 13th Part VIII: Jason Takes Manhattan,1989,Horror,4.6
2738,Friday the 13th Part VIII: Jason Takes Manhattan,1989,Thriller,4.6
2739,New England Metal and Hardcore Festival Episode,2003,Music,
2740,Raising Tennis Aces: The Williams Story,2003,Documentary,2.6
2742,Blood Crime,2002,Drama,5.3
2742,Blood Crime,2002,Thriller,5.3
2743,The Thorn Birds,1983,Drama,7.9
2743,The Thorn Birds,1983,Romance,7.9
2744,Deathdream,1974,Drama,6.6
2744,Deathdream,1974,Horror,6.6
2744,Deathdream,1974,Thriller,6.6
2745,Pirates of the 20th Century,1980,Action,6.7
2745,Pirates of the 20th Century,1980,Adventure,6.7
2745,Pirates of the 20th Century,1980,Crime,6.7
2745,Pirates of the 20th Century,1980,Thriller,6.7
2746,Notorious Concubines,1968,Drama,4.4
2746,Notorious Concubines,1968,Romance,4.4
2747,Things You Can Tell Just by Looking at Her,2000,Drama,6.5
2747,Things You Can Tell Just by Looking at Her,2000,Romance,6.5
2748,The Truth About Love,2005,Comedy,5.4
2748,The Truth About Love,2005,Romance,5.4
2749,Desperado,1995,Action,7.2
2749,Desperado,1995,Crime,7.2
2749,Desperado,1995,Thriller,7.2
2750,'R Xmas,2001,Crime,5.8
2750,'R Xmas,2001,Drama,5.8
2750,'R Xmas,2001,Thriller,5.8
2751,Barbie in the Nutcracker,2001,Animation,6.4
2751,Barbie in the Nutcracker,2001,Family,6.4
2751,Barbie in the Nutcracker,2001,Musical,6.4
2751,Barbie in the Nutcracker,2001,Romance,6.4
2752,Eye of the Beholder,1999,Drama,5
2752,Eye of the Beholder,1999,Mystery,5
2752,Eye of the Beholder,1999,Thriller,5
2753,Jericho Mansions,2003,Drama,5.5
2753,Jericho Mansions,2003,Mystery,5.5
2753,Jericho Mansions,2003,Thriller,5.5
2754,Sinatra: The Classic Duets,2002,Documentary,8
2754,Sinatra: The Classic Duets,2002,Music,8
2755,Just Ask My Children,2001,Drama,7.1
2756,Smallville Season 3 Promo,2003,Adventure,9.2
2756,Smallville Season 3 Promo,2003,Drama,9.2
2756,Smallville Season 3 Promo,2003,Romance,9.2
2756,Smallville Season 3 Promo,2003,Sci-Fi,9.2
2756,Smallville Season 3 Promo,2003,Short,9.2
2757,Alien Tracker,2003,Sci-Fi,4.7
2758,Tere Mere Sapne,1971,Drama,7.3
2758,Tere Mere Sapne,1971,Romance,7.3
2760,16 Years of Alcohol,2003,Crime,6.2
2760,16 Years of Alcohol,2003,Drama,6.2
